name;mean_daily_log_rr_16;yearly_rr_16;std_daily_log_rr_16;yearly_std_16;var16_5;var16_95;es16;eg16;mean_daily_log_rr_17;yearly_rr_17;std_daily_log_rr_17;yearly_std_17;var17_5;var17_95;es17;eg17
3322;0.000238472;0.059617967;0.006006254;1.507569846;-0.010113448;2.538475458;-0.000633937;-0.155894001;0.000277713;0.069150563;0.005643596;1.410898952;-0.00997757;2.608761694;0.000106476;0.059523695
3323;0.000291492;0.072873023;0.009097395;2.283446078;-0.017134035;4.300642731;-0.00111947;-0.265695724;0.000644366;0.16044702;0.00681198;1.702994913;-0.016922893;3.246631229;4.75933E-05;0.052411818
3324;0.000385856;0.096849826;0.005690371;1.433973378;-0.010762329;2.712106918;-7.96984E-05;-0.00227319;0.000445982;0.111495504;0.004327177;1.086121485;-0.010810279;1.983318814;0.00016457;0.084471831
3325;0.000197986;0.049694435;0.004222347;1.064031546;-0.006935828;1.747828721;1.86242E-05;0.009597613;-0.000106762;-0.026690492;0.002761714;0.693190217;-0.007470407;1.424475535;0.000102937;0.039060795
3326;2.07504E-05;0.005208345;0.000733266;0.184782989;-0.001034419;0.260673692;6.71787E-05;0.032175667;2.7634E-05;0.00690849;0.000477087;0.119748894;-0.000978139;0.277115255;3.06165E-05;0.007682408
3327;-6.56173E-06;-0.001646995;0.00201179;0.506971125;-0.003429632;0.864267264;3.55371E-06;0.001990449;-5.30981E-05;-0.013274531;0.002015136;0.505799151;-0.002606511;0.941023723;2.82649E-05;0.006935051
3328;-1.89627E-05;-0.004759647;0.008079896;2.036133866;-0.014752134;3.717537877;-0.000992434;-0.187533756;0.000868165;0.21704132;0.006768587;1.698915341;-0.014215037;3.029197492;-0.00011038;0.005465885
3329;1.58665E-05;0.003982482;0.001000493;0.252124111;-0.00167538;0.422195834;6.87861E-06;0.004827817;5.68281E-05;0.014207027;0.00090021;0.225952651;-0.001270366;0.43215584;4.36639E-05;0.002965429
3331;NA;NA;NA;NA;NA;NA;NA;NA;0.003766897;0.195878668;0.009665616;0.512277639;-0.010859231;0.914775653;0.003326778;0.202523261
3332;NA;NA;NA;NA;NA;NA;NA;NA;0.002364017;0.134748975;0.006207854;0.360055557;-0.033114144;1.008410532;0.004807751;0.26409042
3333;NA;NA;NA;NA;NA;NA;NA;NA;-0.000165874;-0.009454845;0.00228628;0.132604266;-0.004926334;0.24795761;0.000190417;0.059810023
3334;NA;NA;NA;NA;NA;NA;NA;NA;0.000540291;0.030796599;0.003451573;0.200191213;-0.004919012;0.332003636;5.87189E-05;0.002907017
3338;0.000365681;0.091420185;0.007620775;1.912814491;-0.013246223;3.324801972;-0.000655875;-0.179025799;0.000468563;0.116203595;0.006448628;1.605708257;-0.014565858;2.806790616;0.000130589;0.069934262
3339;0.000573522;0.143380547;0.006745154;1.693033656;-0.011675118;2.930454658;0.000127341;0.029549757;0.000324425;0.080457413;0.005010347;1.247576462;-0.012469135;2.364370166;9.48186E-05;0.113680851
3340;0.000154717;0.038679146;0.002392096;0.600416186;-0.004835959;1.213825743;-0.000171665;-0.051764104;-9.98062E-05;-0.024751929;0.002975008;0.740777037;-0.004630943;0.887196698;0.000252349;0.0426403
3341;-1.25693E-05;-0.003142332;0.001380451;0.346493147;-0.002174661;0.545840028;-0.000102027;-0.020213672;8.99013E-05;0.022295524;0.000916014;0.228087406;-0.001702676;0.572435109;-9.41484E-06;-0.005515393
3342;5.48463E-05;0.013711569;0.000379442;0.095239857;-0.000657456;0.165021347;5.47227E-05;0.014293721;6.9584E-05;0.017256834;0.000491602;0.122409017;-0.000647878;0.1747449;4.48554E-05;0.012047889
3343;5.43618E-05;0.013590454;0.001623992;0.407622103;-0.003820491;0.95894325;-0.000175914;-0.050826129;4.11894E-05;0.010214969;0.002076388;0.51702058;-0.003705239;0.72030355;6.40347E-05;0.013354929
3913;NA;NA;NA;NA;NA;NA;NA;NA;0.000259515;0.064619348;0.001513707;0.37842674;-0.001976206;0.610549038;0.000168749;0.03541797
3914;NA;NA;NA;NA;NA;NA;NA;NA;0.000128282;0.031942178;0.000400438;0.100109551;-0.0007578;0.169651317;2.96653E-05;0.005364356
3915;NA;NA;NA;NA;NA;NA;NA;NA;0.000329069;0.08193827;0.002739529;0.684882179;-0.003454505;1.095043336;0.00028479;0.074173523
4462;0.000358254;0.089563484;0.009743162;2.445533609;-0.017686449;4.439298815;-0.000639018;-0.115585264;0.000825087;0.204621597;0.005605193;1.395693026;-0.019786649;2.882921164;-2.59159E-05;0.002010434
6773;NA;NA;NA;NA;NA;NA;NA;NA;0.003088339;0.117356888;0.004756793;0.185514924;NA;NA;NA;NA
6776;0.000783461;0.170011104;0.009466486;2.063693934;NA;NA;NA;NA;0.000255882;0.063714668;0.005221266;1.305316586;-0.016809074;2.767565078;0.001078845;0.202495872
6777;7.02325E-05;0.015240454;0.008014298;1.747117067;NA;NA;NA;NA;0.000134896;0.03358908;0.004153327;1.038331837;-0.013166538;2.282540344;0.000250884;0.025614932
6778;NA;NA;NA;NA;NA;NA;NA;NA;-4.21306E-05;-0.001600961;5.52124E-05;0.002153282;NA;NA;NA;NA
6779;NA;NA;NA;NA;NA;NA;NA;NA;-4.21306E-05;-0.001600961;5.52124E-05;0.002153282;NA;NA;NA;NA
6780;NA;NA;NA;NA;NA;NA;NA;NA;-3.15916E-05;-0.00120048;5.74741E-05;0.00224149;NA;NA;NA;NA
6781;NA;NA;NA;NA;NA;NA;NA;NA;0.000253983;0.009651336;0.00092879;0.036222827;NA;NA;NA;NA
6782;NA;NA;NA;NA;NA;NA;NA;NA;-6.05839E-05;-0.002302188;6.80005E-05;0.002652021;NA;NA;NA;NA
6783;NA;NA;NA;NA;NA;NA;NA;NA;-3.15916E-05;-0.00120048;5.74821E-05;0.002241802;NA;NA;NA;NA
7505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8550;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8552;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8553;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8554;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8557;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8558;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9749;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
