name;yearly_rr_16;yearly_std_16;var16_5;var16_95;es16;eg16;yearly_rr_17;yearly_std_17;var17_5;var17_95;es17;eg17
name;yearly_rr_16;yearly_std_16;var16_5;var16_95;es16;eg16;yearly_rr_17;yearly_std_17;var17_5;var17_95;es17;eg17
